Problem,States,Actions,Pre-processing time,Sat,Models,Calls,Time,Solve Time,1st Model Time,Unsat Time,CPU Time,Result,Max Memory
fond_RGBBlocks2_p,9,14,0.012,True,1+,1,0.04,0.0,0.0,0.0,0.03,True,48.756
